0	0.555556	1.90476
90.4992	3.88889	0
180.998	4.68254	0
271.498	4.36508	0
361.997	4.36508	0
452.496	4.04762	0
542.995	2.30159	1.90476
633.494	0.952381	1.90476
723.994	1.5873	1.26984
814.493	1.34921	0.634921
904.992	2.30159	0
995.491	0.714286	0
1085.99	0	0
1176.49	0	0
1266.99	0	0
1357.49	0	0
1447.99	0.873016	0
1538.49	0	0.634921
1628.99	2.22222	0.634921
1719.48	1.50794	1.26984
1809.98	0.793651	1.90476
1900.48	2.61905	0
1990.98	3.88889	0
2081.48	4.7619	0
2171.98	4.7619	0
2262.48	4.28571	0
2352.98	3.73016	0
2443.48	2.38095	1.90476
2533.98	0.714286	1.90476
2624.48	1.03175	1.26984
2714.98	1.19048	0.634921
2805.48	1.8254	0
2895.97	0.634921	0
2986.47	0	0
3076.97	0	0
3167.47	0	0
3257.97	0	0
3348.47	1.03175	0
3438.97	0.555556	0.634921
3529.47	0	1.26984
3619.97	1.74603	1.26984
3710.47	1.03175	1.90476
3800.97	3.01587	0
3891.47	4.12698	0
3981.96	4.12698	0
4072.46	4.60317	0
4162.96	4.60317	0
4253.46	3.4127	0
4343.96	2.06349	1.90476
4434.46	0.47619	1.90476
4524.96	0.634921	1.26984
4615.46	1.11111	0.634921
4705.96	1.66667	0
4796.46	0.47619	0
4886.96	0.47619	0
4977.46	0	0
5067.96	0	0
5158.45	0.15873	0
5248.95	1.34921	0
5339.45	0.793651	0.634921
5429.95	0.0793651	1.26984
5520.45	2.14286	1.26984
5610.95	1.42857	1.90476
5701.45	3.1746	0
5791.95	3.1746	0
5882.45	4.44444	0
5972.95	4.36508	0
6063.45	4.36508	0
6153.95	3.4127	0
6244.44	2.22222	1.90476
6334.94	0.238095	1.90476
6425.44	0.238095	1.26984
6515.94	0.47619	0.634921
6606.44	1.42857	0
6696.94	1.42857	0
6787.44	0.238095	0
6877.94	0	0
6968.44	0	0
7058.94	0.396825	0
7149.44	1.5873	0
7239.94	0.873016	0.634921
7330.44	0.238095	1.26984
7420.93	0	1.90476
7511.43	1.90476	1.90476
7601.93	1.90476	1.90476
7692.43	3.1746	0
7782.93	4.36508	0
7873.43	4.44444	0
7963.93	4.04762	0
8054.43	3.4127	0
8144.93	1.8254	1.90476
8235.43	2.22222	1.26984
8325.93	2.46032	0.634921
8416.43	0.634921	0.634921
8506.92	0.634921	0.634921
8597.42	1.34921	0
8687.92	0.238095	0
8778.42	0	0
8868.92	0	0
8959.42	0.0793651	0
9049.92	2.06349	0
9140.42	1.11111	0.634921
9230.92	0.634921	1.26984
9321.42	0.238095	1.90476
9411.92	0.238095	1.90476
9502.42	1.8254	1.90476
9592.92	3.4127	0
9683.41	4.20635	0
9773.91	4.68254	0
9864.41	4.36508	0
9954.91	2.85714	0
10045.4	1.50794	1.90476
10135.9	1.90476	1.26984
10226.4	2.30159	0.634921
10316.9	2.30159	0.634921
10407.4	0.47619	0.634921
10497.9	1.50794	0
10588.4	0.0793651	0
10678.9	0	0
10769.4	0	0
10859.9	0.31746	0
10950.4	2.14286	0
11040.9	1.19048	0.634921
11131.4	0.714286	1.26984
11221.9	0.714286	1.26984
11312.4	0.396825	1.90476
11402.9	2.14286	1.90476
11493.4	3.73016	0
11583.9	4.36508	0
11674.4	4.60317	0
11764.9	4.20635	0
11855.4	2.85714	0
11945.9	1.19048	1.90476
12036.4	1.98413	1.26984
12126.9	1.98413	1.26984
12217.4	2.22222	0.634921
12307.9	0.238095	0.634921
12398.4	1.19048	0
12488.9	0	0
12579.4	0	0
12669.9	0	0
12760.4	0.634921	0
12850.9	2.06349	0
12941.4	1.50794	0.634921
13031.9	1.50794	0.634921
13122.4	1.19048	1.26984
13212.9	0.555556	1.90476
13303.4	2.46032	1.90476
13393.9	3.65079	0
13484.4	4.60317	0
13574.9	4.60317	0
13665.4	3.80952	0
13755.9	2.85714	0
13846.4	0.873016	1.90476
13936.9	0.873016	1.90476
14027.4	1.8254	1.26984
14117.9	1.8254	0.634921
14208.4	2.38095	0
14298.9	1.11111	0
14389.4	0	0
14479.9	0	0
14570.4	0	0
14660.9	0.873016	0
14751.4	2.30159	0
14841.9	2.30159	0
14932.4	1.74603	0.634921
15022.9	1.50794	1.26984
15113.4	0.793651	1.90476
15203.9	2.77778	0
15294.4	3.80952	0
15384.9	4.44444	0
15475.4	4.52381	0
15565.9	3.73016	0
15656.4	2.38095	1.90476
15746.9	2.38095	1.90476
15837.4	0.873016	1.90476
15927.9	1.19048	1.26984
16018.4	1.34921	0.634921
16108.9	2.06349	0
16199.4	0.634921	0
16289.9	0	0
16380.4	0	0
16470.9	0	0
16561.4	1.26984	0
16651.9	1.26984	0
16742.4	0.15873	0.634921
16832.9	1.98413	0.634921
16923.4	1.74603	1.26984
17013.8	1.11111	1.90476
17104.3	2.85714	0
17194.8	4.12698	0
17285.3	4.60317	0
17375.8	4.36508	0
17466.3	3.80952	0
17556.8	3.80952	0
17647.3	2.06349	1.90476
17737.8	0.555556	1.90476
17828.3	0.634921	1.26984
17918.8	0.952381	0.634921
18009.3	1.90476	0
18099.8	0.793651	0
18190.3	0	0
18280.8	0	0
18371.3	0.15873	0
18461.8	0.15873	0
18552.3	1.19048	0
18642.8	0.47619	0.634921
18733.3	2.22222	0.634921
18823.8	1.90476	1.26984
18914.3	1.5873	1.90476
19004.8	3.01587	0
19095.3	3.96825	0
19185.8	4.84127	0
19276.3	4.36508	0
19366.8	4.36508	0
19457.3	3.80952	0
19547.8	2.06349	1.90476
19638.3	0	1.90476
19728.8	0.396825	1.26984
19819.3	0.793651	0.634921
19909.8	1.74603	0
20000.3	0.555556	0
20090.8	0	0
20181.3	0	0
20271.8	0	0
20362.3	0.15873	0
20452.8	1.74603	0
20543.3	0.714286	0.634921
20633.8	2.46032	0.634921
20724.3	2.22222	1.26984
20814.8	1.66667	1.90476
20905.3	3.1746	0
20995.8	4.12698	0
21086.3	4.68254	0
21176.8	4.68254	0
21267.3	4.44444	0
21357.8	3.57143	0
21448.3	1.74603	1.90476
21538.8	2.46032	1.26984
21629.3	0.15873	1.26984
21719.8	0.873016	0.634921
21810.3	1.66667	0
21900.8	0	0
21991.3	0	0
22081.8	0	0
22172.3	0	0
22262.8	0.714286	0
22353.3	1.5873	0
22443.8	0.793651	0.634921
22534.3	0.0793651	1.26984
22624.8	0	1.90476
22715.3	2.06349	1.90476
22805.8	3.25397	0
22896.3	4.20635	0
22986.8	4.20635	0
23077.3	4.28571	0
23167.8	4.44444	0
23258.3	3.25397	0
23348.8	1.50794	1.90476
23439.3	2.30159	1.26984
23529.8	0.0793651	1.26984
23620.3	0.47619	0.634921
23710.8	1.26984	0
23801.3	0.0793651	0
23891.8	0.0793651	0
23982.3	0	0
24072.8	0	0
24163.3	0.555556	0
24253.8	1.50794	0
24344.3	1.19048	0.634921
24434.8	0.634921	1.26984
24525.3	0.238095	1.90476
24615.8	2.30159	1.90476
24706.3	3.01587	0
24796.8	3.01587	0
24887.3	4.12698	0
24977.8	4.60317	0
25068.3	4.68254	0
25158.8	2.93651	0
25249.3	1.19048	1.90476
25339.8	1.8254	1.26984
25430.3	0	1.26984
25520.8	0.31746	0.634921
25611.3	1.03175	0
25701.8	1.03175	0
25792.3	0.0793651	0
25882.8	0	0
25973.3	0	0
26063.8	0.793651	0
